|micro_category|macro_category|human_strings
3230|Vehicle Maintenance & Repairs|Transportation|new wiper blades
3231|Vehicle Maintenance & Repairs|Transportation|replace wiper blades
3232|Vehicle Maintenance & Repairs|Transportation|windshield wiper blades
3233|Vehicle Maintenance & Repairs|Transportation|headlight bulb replacement
3234|Vehicle Maintenance & Repairs|Transportation|new headlight bulbs
3235|Vehicle Maintenance & Repairs|Transportation|replace headlight bulbs
3236|Vehicle Maintenance & Repairs|Transportation|car wash and wax
3237|Vehicle Maintenance & Repairs|Transportation|car detailing
3238|Vehicle Maintenance & Repairs|Transportation|fixed a scratch
3239|Vehicle Maintenance & Repairs|Transportation|body repair
3240|Vehicle Maintenance & Repairs|Transportation|minor body damage repair
3241|Vehicle Maintenance & Repairs|Transportation|paint repair
3242|Vehicle Maintenance & Repairs|Transportation|car wash
3243|Vehicle Maintenance & Repairs|Transportation|wheel alignment
3244|Vehicle Maintenance & Repairs|Transportation|alignment check
3245|Vehicle Maintenance & Repairs|Transportation|wheel balancing
3246|Vehicle Maintenance & Repairs|Transportation|fixed the exhaust
3247|Vehicle Maintenance & Repairs|Transportation|exhaust repair
3248|Vehicle Maintenance & Repairs|Transportation|muffler replacement
3249|Vehicle Maintenance & Repairs|Transportation|new muffler
3250|Vehicle Maintenance & Repairs|Transportation|replace muffler
3251|Vehicle Maintenance & Repairs|Transportation|AC repair
3252|Vehicle Maintenance & Repairs|Transportation|air conditioning repair
3253|Vehicle Maintenance & Repairs|Transportation|fix AC
3254|Vehicle Maintenance & Repairs|Transportation|repaired the power steering
3255|Vehicle Maintenance & Repairs|Transportation|power steering repair
3256|Vehicle Maintenance & Repairs|Transportation|replaced a broken mirror
3257|Vehicle Maintenance & Repairs|Transportation|side mirror replacement
3258|Vehicle Maintenance & Repairs|Transportation|new side mirror
3259|Vehicle Maintenance & Repairs|Transportation|replaced the clutch
3260|Vehicle Maintenance & Repairs|Transportation|clutch replacement
3261|Vehicle Maintenance & Repairs|Transportation|new clutch
3262|Vehicle Maintenance & Repairs|Transportation|fix a leak
3263|Vehicle Maintenance & Repairs|Transportation|leaking fluid repair
3264|Vehicle Maintenance & Repairs|Transportation|fluid leak repair
3265|Vehicle Maintenance & Repairs|Transportation|car maintenance
3266|Vehicle Maintenance & Repairs|Transportation|regular car service
3267|Vehicle Maintenance & Repairs|Transportation|scheduled maintenance
3268|Vehicle Maintenance & Repairs|Transportation|6 month car service
3269|Vehicle Maintenance & Repairs|Transportation|annual car check-up
3270|Vehicle Maintenance & Repairs|Transportation|replaced the shocks
3271|Vehicle Maintenance & Repairs|Transportation|shock absorbers replacement
3272|Vehicle Maintenance & Repairs|Transportation|new shocks
3273|Vehicle Maintenance & Repairs|Transportation|struts replacement
3274|Vehicle Maintenance & Repairs|Transportation|new struts
3275|Vehicle Maintenance & Repairs|Transportation|replaced the struts
3276|Vehicle Maintenance & Repairs|Transportation|fixed the window
3277|Vehicle Maintenance & Repairs|Transportation|window repair
3278|Vehicle Maintenance & Repairs|Transportation|broken window repair
3279|Vehicle Maintenance & Repairs|Transportation|power window repair
3280|Vehicle Maintenance & Repairs|Transportation|replaced a window regulator
3281|Vehicle Maintenance & Repairs|Transportation|window regulator replacement
3282|Vehicle Maintenance & Repairs|Transportation|replaced the fuel pump
3283|Vehicle Maintenance & Repairs|Transportation|fuel pump replacement
3284|Vehicle Maintenance & Repairs|Transportation|new fuel pump
3285|Vehicle Maintenance & Repairs|Transportation|fuel injector cleaning
3286|Vehicle Maintenance & Repairs|Transportation|fuel filter replacement
3287|Vehicle Maintenance & Repairs|Transportation|new fuel filter
3288|Vehicle Maintenance & Repairs|Transportation|got a new key made
3289|Vehicle Maintenance & Repairs|Transportation|spare key
3290|Vehicle Maintenance & Repairs|Transportation|replace car keys
3291|Vehicle Maintenance & Repairs|Transportation|lost key replacement
3292|Vehicle Maintenance & Repairs|Transportation|fixed the horn
3293|Vehicle Maintenance & Repairs|Transportation|horn repair
3294|Vehicle Maintenance & Repairs|Transportation|replace the horn
3295|Vehicle Maintenance & Repairs|Transportation|seat repair
3296|Vehicle Maintenance & Repairs|Transportation|torn seat repair
3297|Vehicle Maintenance & Repairs|Transportation|fixed the seat
3298|Vehicle Maintenance & Repairs|Transportation|replace seat cover
3299|Vehicle Maintenance & Repairs|Transportation|interior cleaning
3300|Vehicle Maintenance & Repairs|Transportation|car interior detailing
3301|Vehicle Maintenance & Repairs|Transportation|cleaned the interior
3302|Vehicle Maintenance & Repairs|Transportation|fixed the sunroof
3303|Vehicle Maintenance & Repairs|Transportation|sunroof repair
3304|Vehicle Maintenance & Repairs|Transportation|leaking sunroof repair
3305|Vehicle Maintenance & Repairs|Transportation|installed a tow hitch
3306|Vehicle Maintenance & Repairs|Transportation|tow bar installation
3307|Vehicle Maintenance & Repairs|Transportation|fixed the lights
3308|Vehicle Maintenance & Repairs|Transportation|headlight repair
3309|Vehicle Maintenance & Repairs|Transportation|tail light repair
3310|Vehicle Maintenance & Repairs|Transportation|brake light repair
3311|Vehicle Maintenance & Repairs|Transportation|turn signal repair
3312|Vehicle Maintenance & Repairs|Transportation|replaced the sensors
3313|Vehicle Maintenance & Repairs|Transportation|sensor replacement
3314|Vehicle Maintenance & Repairs|Transportation|oxygen sensor replacement
3315|Vehicle Maintenance & Repairs|Transportation|new oxygen sensor
3316|Vehicle Maintenance & Repairs|Transportation|fixed the suspension
3317|Vehicle Maintenance & Repairs|Transportation|suspension repair
3318|Vehicle Maintenance & Repairs|Transportation|suspension maintenance
3319|Vehicle Maintenance & Repairs|Transportation|transmission repair
3320|Vehicle Maintenance & Repairs|Transportation|automatic transmission repair
3321|Vehicle Maintenance & Repairs|Transportation|manual transmission repair
3322|Vehicle Maintenance & Repairs|Transportation|fixed the starter
3323|Vehicle Maintenance & Repairs|Transportation|starter replacement
3324|Vehicle Maintenance & Repairs|Transportation|new starter
3325|Vehicle Maintenance & Repairs|Transportation|replaced the water pump
3326|Vehicle Maintenance & Repairs|Transportation|water pump replacement
3327|Vehicle Maintenance & Repairs|Transportation|new water pump
3328|Vehicle Maintenance & Repairs|Transportation|fixed the door
3329|Vehicle Maintenance & Repairs|Transportation|door repair
3330|Vehicle Maintenance & Repairs|Transportation|car door repair
3331|Vehicle Maintenance & Repairs|Transportation|door handle repair
3332|Vehicle Maintenance & Repairs|Transportation|broken door handle repair
3333|Vehicle Maintenance & Repairs|Transportation|installed new speakers
3334|Vehicle Maintenance & Repairs|Transportation|car speakers installation
3335|Vehicle Maintenance & Repairs|Transportation|new car speakers
3336|Vehicle Maintenance & Repairs|Transportation|stereo installation
3337|Vehicle Maintenance & Repairs|Transportation|roadside assistance
3338|Vehicle Maintenance & Repairs|Transportation|tow truck
3339|Vehicle Maintenance & Repairs|Transportation|emergency road service
3340|Vehicle Maintenance & Repairs|Transportation|car bodywork
3341|Vehicle Maintenance & Repairs|Transportation|car dent repair
3342|Vehicle Maintenance & Repairs|Transportation|dent removal
3343|Vehicle Maintenance & Repairs|Transportation|fixed the electrical system
3344|Vehicle Maintenance & Repairs|Transportation|electrical system repair
3345|Vehicle Maintenance & Repairs|Transportation|car electrical repair
3346|Vehicle Maintenance & Repairs|Transportation|wheel bearing replacement
3347|Vehicle Maintenance & Repairs|Transportation|new wheel bearings
3348|Vehicle Maintenance & Repairs|Transportation|CV joint replacement
3349|Vehicle Maintenance & Repairs|Transportation|new CV joint
3350|Vehicle Maintenance & Repairs|Transportation|fuel system cleaning
3351|Vehicle Maintenance & Repairs|Transportation|fuel injection cleaning
3352|Vehicle Maintenance & Repairs|Transportation|catalytic converter replacement
3353|Vehicle Maintenance & Repairs|Transportation|new catalytic converter
3354|Vehicle Maintenance & Repairs|Transportation|exhaust manifold repair
3355|Vehicle Maintenance & Repairs|Transportation|new exhaust manifold
3356|Vehicle Maintenance & Repairs|Transportation|installed a remote starter
3357|Vehicle Maintenance & Repairs|Transportation|remote car starter installation
3358|Vehicle Maintenance & Repairs|Transportation|installed a GPS tracker
3359|Vehicle Maintenance & Repairs|Transportation|GPS tracker installation
3360|Vehicle Maintenance & Repairs|Transportation|installed a dashcam
3361|Vehicle Maintenance & Repairs|Transportation|dash cam installation
3362|Vehicle Maintenance & Repairs|Transportation|installed a backup camera
3363|Vehicle Maintenance & Repairs|Transportation|backup camera installation
3364|Vehicle Maintenance & Repairs|Transportation|installed parking sensors
3365|Vehicle Maintenance & Repairs|Transportation|parking sensor installation
3366|Vehicle Maintenance & Repairs|Transportation|installed a new stereo system
3367|Vehicle Maintenance & Repairs|Transportation|car stereo system installation
3368|Vehicle Maintenance & Repairs|Transportation|installed new seat covers
3369|Vehicle Maintenance & Repairs|Transportation|seat cover installation
3370|Vehicle Maintenance & Repairs|Transportation|installed floor mats
3371|Vehicle Maintenance & Repairs|Transportation|new floor mats
3372|Vehicle Maintenance & Repairs|Transportation|installed a roof rack
3373|Vehicle Maintenance & Repairs|Transportation|roof rack installation
3374|Vehicle Maintenance & Repairs|Transportation|installed a bike rack
3375|Vehicle Maintenance & Repairs|Transportation|bike rack installation
3376|Vehicle Maintenance & Repairs|Transportation|installed a cargo carrier
3377|Vehicle Maintenance & Repairs|Transportation|cargo carrier installation
3378|Vehicle Maintenance & Repairs|Transportation|installed a trailer hitch
3379|Vehicle Maintenance & Repairs|Transportation|trailer hitch installation
3380|Vehicle Maintenance & Repairs|Transportation|installed running boards
3381|Vehicle Maintenance & Repairs|Transportation|running board installation
3382|Vehicle Maintenance & Repairs|Transportation|installed mud flaps
3383|Vehicle Maintenance & Repairs|Transportation|mud flap installation
3384|Vehicle Maintenance & Repairs|Transportation|installed a bull bar
3385|Vehicle Maintenance & Repairs|Transportation|bull bar installation
3386|Vehicle Maintenance & Repairs|Transportation|installed a light bar
3387|Vehicle Maintenance & Repairs|Transportation|light bar installation
3388|Vehicle Maintenance & Repairs|Transportation|installed a winch
3389|Vehicle Maintenance & Repairs|Transportation|winch installation
3390|Vehicle Maintenance & Repairs|Transportation|installed a snorkel
3391|Vehicle Maintenance & Repairs|Transportation|snorkel installation
3392|Vehicle Maintenance & Repairs|Transportation|installed a lift kit
3393|Vehicle Maintenance & Repairs|Transportation|lift kit installation
3394|Vehicle Maintenance & Repairs|Transportation|installed a suspension lift
3395|Vehicle Maintenance & Repairs|Transportation|suspension lift installation
3396|Vehicle Maintenance & Repairs|Transportation|installed a body lift
3397|Vehicle Maintenance & Repairs|Transportation|body lift installation
3398|Vehicle Maintenance & Repairs|Transportation|installed off-road tires
3399|Vehicle Maintenance & Repairs|Transportation|off-road tire installation
3400|Vehicle Maintenance & Repairs|Transportation|installed rock sliders
3401|Vehicle Maintenance & Repairs|Transportation|rock slider installation
3402|Vehicle Maintenance & Repairs|Transportation|installed skid plates
3403|Vehicle Maintenance & Repairs|Transportation|skid plate installation
3404|Vehicle Maintenance & Repairs|Transportation|installed a CB radio
